clade_name	clade_taxid	ETV364_8_filtered.fastq_profiled_metagenome	ETV364_7_filtered.fastq_profiled_metagenome	ETV364_50_filtered.fastq_profiled_metagenome	ETV364_38_filtered.fastq_profiled_metagenome	ETV364_37_filtered.fastq_profiled_metagenome	ETV364_36_filtered.fastq_profiled_metagenome	ETV364_35_filtered.fastq_profiled_metagenome	ETV364_33_filtered.fastq_profiled_metagenome	ETV364_32_filtered.fastq_profiled_metagenome	ETV364_30_filtered.fastq_profiled_metagenome	ETV364_3_filtered.fastq_profiled_metagenome	ETV364_29_filtered.fastq_profiled_metagenome	ETV364_21_filtered.fastq_profiled_metagenome	ETV364_20_filtered.fastq_profiled_metagenome	ETV364_17_filtered.fastq_profiled_metagenome	ETV364_16_filtered.fastq_profiled_metagenome	ETV364_15_filtered.fastq_profiled_metagenome	ETV364_12_filtered.fastq_profiled_metagenome	ETV364_1_filtered.fastq_profiled_metagenome
k__Bacteria|p__Firmicutes|c__CFGB76170|o__OFGB76170|f__FGB76170	2|1239|||	0	0	619	0	4736	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76170|o__OFGB76170|f__FGB76170|g__GGB28392	2|1239||||	0	0	619	0	4736	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76170|o__OFGB76170|f__FGB76170|g__GGB28392|s__GGB28392_SGB40972	2|1239|||||	0	0	619	0	4736	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76170|o__OFGB76170|f__FGB76170|g__GGB28392|s__GGB28392_SGB40972|t__SGB40972	2|1239||||||	0	0	619	0	4736	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76234	2|1239|	0	0	4642	76	0	0	0	0	0	0	0	0	0	3655	4872	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76234|o__OFGB76234	2|1239||	0	0	4642	76	0	0	0	0	0	0	0	0	0	3655	4872	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76234|o__OFGB76234|f__FGB76234	2|1239|||	0	0	4642	76	0	0	0	0	0	0	0	0	0	3655	4872	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76234|o__OFGB76234|f__FGB76234|g__GGB28950	2|1239||||	0	0	4642	76	0	0	0	0	0	0	0	0	0	3655	4872	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76234|o__OFGB76234|f__FGB76234|g__GGB28950|s__GGB28950_SGB41657	2|1239|||||	0	0	4642	76	0	0	0	0	0	0	0	0	0	3655	4872	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76234|o__OFGB76234|f__FGB76234|g__GGB28950|s__GGB28950_SGB41657|t__SGB41657	2|1239||||||	0	0	4642	76	0	0	0	0	0	0	0	0	0	3655	4872	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76293	2|1239|	3018414	1972664	3072814	3922144	1465671	1929338	3264202	2609082	3382972	3358111	2253740	2717436	2577321	1878885	3818332	3212918	3594885	4109373	2710000
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293	2|1239||	3018414	1972664	3072814	3922144	1465671	1929338	3264202	2609082	3382972	3358111	2253740	2717436	2577321	1878885	3818332	3212918	3594885	4109373	2710000
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293	2|1239|||	3018414	1972664	3072814	3922144	1465671	1929338	3264202	2609082	3382972	3358111	2253740	2717436	2577321	1878885	3818332	3212918	3594885	4109373	2710000
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB20149	2|1239||||	922637	1339394	2212813	595342	1267745	65771	2198892	107881	2250146	2775359	15413	320528	695601	117356	1321145	2063952	146622	2982304	1198457
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB20149|s__GGB20149_SGB29430	2|1239|||||	922637	1339394	2212813	595342	1267745	65771	2198892	107881	2250146	2775359	15413	320528	695601	117356	1321145	2063952	146622	2982304	1198457
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB20149|s__GGB20149_SGB29430|t__SGB29430	2|1239||||||	922637	1339394	2212813	595342	1267745	65771	2198892	107881	2250146	2775359	15413	320528	695601	117356	1321145	2063952	146622	2982304	1198457
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB28869	2|1239||||	25069	111	1677	84137	22857	69205	8139	20581	6979	21826	19116	25526	26230	43040	8206	7211	60704	22076	12808
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB28869|s__GGB28869_SGB41543	2|1239|||||	25069	111	1677	84137	22857	69205	8139	20581	6979	21826	19116	25526	26230	43040	8206	7211	60704	22076	12808
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB28869|s__GGB28869_SGB41543|t__SGB41543	2|1239||||||	25069	111	1677	84137	22857	69205	8139	20581	6979	21826	19116	25526	26230	43040	8206	7211	60704	22076	12808
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB28875	2|1239||||	0	252	0	0	0	0	0	0	0	476	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB28875|s__GGB28875_SGB41555	2|1239|||||	0	252	0	0	0	0	0	0	0	476	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB28875|s__GGB28875_SGB41555|t__SGB41555	2|1239||||||	0	252	0	0	0	0	0	0	0	476	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB62427	2|1239||||	327904	632907	456507	858896	158227	353236	702322	236699	187540	39185	94154	296015	390270	169988	205330	582898	213368	37692	311706
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB62427|s__GGB62427_SGB41546	2|1239|||||	327904	632907	456507	858896	158227	353236	702322	236699	187540	39185	94154	296015	390270	169988	205330	582898	213368	37692	311706
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB62427|s__GGB62427_SGB41546|t__SGB41546	2|1239||||||	327904	632907	456507	858896	158227	353236	702322	236699	187540	39185	94154	296015	390270	169988	205330	582898	213368	37692	311706
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB79698	2|1239||||	1742804	0	401817	2383769	16842	1441126	354849	2243921	938307	521265	2125057	2075367	1465220	1548501	2283651	558857	3174191	1067301	1187029
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB79698|s__GGB79698_SGB102258	2|1239|||||	0	0	0	0	0	0	343014	0	33494	265338	0	0	0	0	0	0	0	267377	0
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB79698|s__GGB79698_SGB102258|t__SGB102258	2|1239||||||	0	0	0	0	0	0	343014	0	33494	265338	0	0	0	0	0	0	0	267377	0
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB79698|s__GGB79698_SGB41545	2|1239|||||	1742804	0	401817	2383769	16842	1441126	11835	2243921	904813	255927	2125057	2075367	1465220	1548501	2283651	558857	3174191	799924	1187029
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB79698|s__GGB79698_SGB41545|t__SGB41545	2|1239||||||	1742804	0	401817	2383769	16842	1441126	11835	2243921	904813	255927	2125057	2075367	1465220	1548501	2283651	558857	3174191	799924	1187029
k__Bacteria|p__Firmicutes|c__CFGB76308	2|1239|	0	0	1289	0	2536	0	0	0	0	1039	0	0	0	0	0	2079	0	0	2320
k__Bacteria|p__Firmicutes|c__CFGB76308|o__OFGB76308	2|1239||	0	0	1289	0	2536	0	0	0	0	1039	0	0	0	0	0	2079	0	0	2320
k__Bacteria|p__Firmicutes|c__CFGB76308|o__OFGB76308|f__FGB76308	2|1239|||	0	0	1289	0	2536	0	0	0	0	1039	0	0	0	0	0	2079	0	0	2320
k__Bacteria|p__Firmicutes|c__CFGB76308|o__OFGB76308|f__FGB76308|g__GGB28881	2|1239||||	0	0	1289	0	2536	0	0	0	0	1039	0	0	0	0	0	2079	0	0	2320
k__Bacteria|p__Firmicutes|c__CFGB76308|o__OFGB76308|f__FGB76308|g__GGB28881|s__GGB28881_SGB41561	2|1239|||||	0	0	1289	0	2536	0	0	0	0	1039	0	0	0	0	0	2079	0	0	2320
k__Bacteria|p__Firmicutes|c__CFGB76308|o__OFGB76308|f__FGB76308|g__GGB28881|s__GGB28881_SGB41561|t__SGB41561	2|1239||||||	0	0	1289	0	2536	0	0	0	0	1039	0	0	0	0	0	2079	0	0	2320
k__Bacteria|p__Firmicutes|c__CFGB76314|o__OFGB76314|f__FGB76314|g__GGB28792	2|1239||||	0	0	81622	0	75744	0	94714	0	60943	110391	0	0	0	0	0	163866	0	115949	0
k__Bacteria|p__Firmicutes|c__CFGB76314|o__OFGB76314|f__FGB76314|g__GGB28792|s__GGB28792_SGB41445	2|1239|||||	0	0	81622	0	75744	0	94714	0	60943	110391	0	0	0	0	0	163866	0	115949	0
k__Bacteria|p__Firmicutes|c__CFGB76314|o__OFGB76314|f__FGB76314|g__GGB28792|s__GGB28792_SGB41445|t__SGB41445	2|1239||||||	0	0	81622	0	75744	0	94714	0	60943	110391	0	0	0	0	0	163866	0	115949	0
k__Bacteria|p__Firmicutes|c__CFGB76322	2|1239|	1486	14883	38202	50743	11585	11398	26256	9380	0	1278	8211	10317	28266	9975	9680	1624	17060	19579	20713
k__Bacteria|p__Firmicutes|c__CFGB76322|o__OFGB76322	2|1239||	1486	14883	38202	50743	11585	11398	26256	9380	0	1278	8211	10317	28266	9975	9680	1624	17060	19579	20713
k__Bacteria|p__Firmicutes|c__CFGB76322|o__OFGB76322|f__FGB76322	2|1239|||	1486	14883	38202	50743	11585	11398	26256	9380	0	1278	8211	10317	28266	9975	9680	1624	17060	19579	20713
k__Bacteria|p__Firmicutes|c__CFGB76322|o__OFGB76322|f__FGB76322|g__GGB28958	2|1239||||	0	0	0	0	3352	0	0	0	0	1278	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76322|o__OFGB76322|f__FGB76322|g__GGB28958|s__GGB28958_SGB41667	2|1239|||||	0	0	0	0	3352	0	0	0	0	1278	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76322|o__OFGB76322|f__FGB76322|g__GGB28958|s__GGB28958_SGB41667|t__SGB41667	2|1239||||||	0	0	0	0	3352	0	0	0	0	1278	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76322|o__OFGB76322|f__FGB76322|g__GGB30414	2|1239||||	1486	14883	38202	50743	8233	11398	26256	9380	0	0	8211	10317	28266	9975	9680	1624	17060	19579	20713
k__Bacteria|p__Firmicutes|c__CFGB76322|o__OFGB76322|f__FGB76322|g__GGB30414|s__GGB30414_SGB43453	2|1239|||||	1486	14883	38202	50743	8233	11398	26256	9380	0	0	8211	10317	28266	9975	9680	1624	17060	19579	20713
k__Bacteria|p__Firmicutes|c__CFGB76322|o__OFGB76322|f__FGB76322|g__GGB30414|s__GGB30414_SGB43453|t__SGB43453	2|1239||||||	1486	14883	38202	50743	8233	11398	26256	9380	0	0	8211	10317	28266	9975	9680	1624	17060	19579	20713
k__Bacteria|p__Firmicutes|c__CFGB76355	2|1239|	0	0	4994	0	4517	0	0	0	0	0	0	0	667	0	0	0	0	554	928
k__Bacteria|p__Firmicutes|c__CFGB76355|o__OFGB76355	2|1239||	0	0	4994	0	4517	0	0	0	0	0	0	0	667	0	0	0	0	554	928
k__Bacteria|p__Firmicutes|c__CFGB76355|o__OFGB76355|f__FGB76355	2|1239|||	0	0	4994	0	4517	0	0	0	0	0	0	0	667	0	0	0	0	554	928
k__Bacteria|p__Firmicutes|c__CFGB76355|o__OFGB76355|f__FGB76355|g__GGB28418	2|1239||||	0	0	4994	0	4517	0	0	0	0	0	0	0	667	0	0	0	0	554	928
k__Bacteria|p__Firmicutes|c__CFGB76355|o__OFGB76355|f__FGB76355|g__GGB28418|s__GGB28418_SGB41001	2|1239|||||	0	0	4994	0	4517	0	0	0	0	0	0	0	667	0	0	0	0	554	928
k__Bacteria|p__Firmicutes|c__CFGB76355|o__OFGB76355|f__FGB76355|g__GGB28418|s__GGB28418_SGB41001|t__SGB41001	2|1239||||||	0	0	4994	0	4517	0	0	0	0	0	0	0	667	0	0	0	0	554	928
k__Bacteria|p__Firmicutes|c__CFGB76355|o__OFGB76355|f__FGB76355|g__GGB28422	2|1239||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76355|o__OFGB76355|f__FGB76355|g__GGB28422|s__GGB28422_SGB41005	2|1239|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76355|o__OFGB76355|f__FGB76355|g__GGB28422|s__GGB28422_SGB41005|t__SGB41005	2|1239||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76576	2|1239|	0	0	0	0	0	0	15413	3774	0	0	11197	1695	0	0	0	0	13842	0	19159
k__Bacteria|p__Firmicutes|c__CFGB76576|o__OFGB76576	2|1239||	0	0	0	0	0	0	15413	3774	0	0	11197	1695	0	0	0	0	13842	0	19159
k__Bacteria|p__Firmicutes|c__CFGB76576|o__OFGB76576|f__FGB76576	2|1239|||	0	0	0	0	0	0	15413	3774	0	0	11197	1695	0	0	0	0	13842	0	19159
k__Bacteria|p__Firmicutes|c__CFGB76576|o__OFGB76576|f__FGB76576|g__GGB29546	2|1239||||	0	0	0	0	0	0	15413	3774	0	0	11197	1695	0	0	0	0	13842	0	19159
k__Bacteria|p__Firmicutes|c__CFGB76576|o__OFGB76576|f__FGB76576|g__GGB29546|s__GGB29546_SGB42338	2|1239|||||	0	0	0	0	0	0	15413	3774	0	0	11197	1695	0	0	0	0	13842	0	19159
k__Bacteria|p__Firmicutes|c__CFGB76576|o__OFGB76576|f__FGB76576|g__GGB29546|s__GGB29546_SGB42338|t__SGB42338	2|1239||||||	0	0	0	0	0	0	15413	3774	0	0	11197	1695	0	0	0	0	13842	0	19159
k__Bacteria|p__Firmicutes|c__CFGB76790	2|1239|	329819	257541	283814	731087	364998	593196	248039	393075	271002	294297	248609	566311	790050	265924	567919	381992	505429	179708	302637
k__Bacteria|p__Firmicutes|c__CFGB76790|o__OFGB76790	2|1239||	329819	257541	283814	731087	364998	593196	248039	393075	271002	294297	248609	566311	790050	265924	567919	381992	505429	179708	302637
k__Bacteria|p__Firmicutes|c__CFGB76790|o__OFGB76790|f__FGB76790	2|1239|||	329819	257541	283814	731087	364998	593196	248039	393075	271002	294297	248609	566311	790050	265924	567919	381992	505429	179708	302637
k__Bacteria|p__Firmicutes|c__CFGB76790|o__OFGB76790|f__FGB76790|g__GGB30302	2|1239||||	314715	216438	255245	669060	354266	502978	237119	358670	227285	258977	229721	541063	770409	216901	448300	333345	475978	160250	228866
k__Bacteria|p__Firmicutes|c__CFGB76790|o__OFGB76790|f__FGB76790|g__GGB30302|s__GGB30302_SGB43266	2|1239|||||	314715	31397	150597	669060	214805	502978	226757	358670	197604	42376	229721	541063	770409	216901	448300	50777	475978	44751	52094
k__Bacteria|p__Firmicutes|c__CFGB76790|o__OFGB76790|f__FGB76790|g__GGB30302|s__GGB30302_SGB43266|t__SGB43266	2|1239||||||	314715	31397	150597	669060	214805	502978	226757	358670	197604	42376	229721	541063	770409	216901	448300	50777	475978	44751	52094
k__Bacteria|p__Firmicutes|c__CFGB76790|o__OFGB76790|f__FGB76790|g__GGB30302|s__GGB30302_SGB43267	2|1239|||||	0	185041	104648	0	139461	0	10362	0	29681	216601	0	0	0	0	0	282568	0	115499	176772
k__Bacteria|p__Firmicutes|c__CFGB76790|o__OFGB76790|f__FGB76790|g__GGB30302|s__GGB30302_SGB43267|t__SGB43267	2|1239||||||	0	185041	104648	0	139461	0	10362	0	29681	216601	0	0	0	0	0	282568	0	115499	176772
k__Bacteria|p__Firmicutes|c__CFGB76790|o__OFGB76790|f__FGB76790|g__GGB30303	2|1239||||	0	0	4563	0	0	0	3705	0	0	3046	0	0	0	751	0	620	0	859	2402
k__Bacteria|p__Firmicutes|c__CFGB76790|o__OFGB76790|f__FGB76790|g__GGB30303|s__GGB30303_SGB43268	2|1239|||||	0	0	4563	0	0	0	3705	0	0	3046	0	0	0	751	0	620	0	859	2402
k__Bacteria|p__Firmicutes|c__CFGB76790|o__OFGB76790|f__FGB76790|g__GGB30303|s__GGB30303_SGB43268|t__SGB43268	2|1239||||||	0	0	4563	0	0	0	3705	0	0	3046	0	0	0	751	0	620	0	859	2402
k__Bacteria|p__Firmicutes|c__CFGB76790|o__OFGB76790|f__FGB76790|g__GGB45624	2|1239||||	15104	41103	24006	62027	10732	90218	7215	34405	43717	32274	18888	25248	19641	48272	119619	48027	29451	18599	71369
k__Bacteria|p__Firmicutes|c__CFGB76790|o__OFGB76790|f__FGB76790|g__GGB45624|s__GGB45624_SGB63337	2|1239|||||	15104	41103	24006	62027	10732	90218	7215	34405	43717	32274	18888	25248	19641	48272	119619	48027	29451	18599	71369
k__Bacteria|p__Firmicutes|c__CFGB76790|o__OFGB76790|f__FGB76790|g__GGB45624|s__GGB45624_SGB63337|t__SGB63337	2|1239||||||	15104	41103	24006	62027	10732	90218	7215	34405	43717	32274	18888	25248	19641	48272	119619	48027	29451	18599	71369
k__Bacteria|p__Firmicutes|c__CFGB8152	2|1239|	20529	227705	345519	0	709007	542847	257470	276825	384768	663094	166019	1439184	568697	382159	2048603	72494	301480	196501	2894879
k__Bacteria|p__Firmicutes|c__CFGB8152|o__OFGB8152	2|1239||	20529	227705	345519	0	709007	542847	257470	276825	384768	663094	166019	1439184	568697	382159	2048603	72494	301480	196501	2894879
k__Bacteria|p__Firmicutes|c__CFGB8152|o__OFGB8152|f__FGB8152	2|1239|||	20529	227705	345519	0	709007	542847	257470	276825	384768	663094	166019	1439184	568697	382159	2048603	72494	301480	196501	2894879
k__Bacteria|p__Firmicutes|c__CFGB8152|o__OFGB8152|f__FGB8152|g__GGB28864	2|1239||||	20529	227705	345519	0	709007	542847	257470	6117	384768	566601	166019	695948	312004	382159	2048603	72494	258598	182180	1563480
k__Bacteria|p__Firmicutes|c__CFGB8152|o__OFGB8152|f__FGB8152|g__GGB28864|s__GGB28864_SGB41535	2|1239|||||	20529	227705	345519	0	709007	542847	257470	6117	384768	566601	166019	695948	312004	382159	2048603	72494	258598	182180	1563480
k__Bacteria|p__Firmicutes|c__CFGB8152|o__OFGB8152|f__FGB8152|g__GGB28864|s__GGB28864_SGB41535|t__SGB41535	2|1239||||||	20529	227705	345519	0	709007	542847	257470	6117	384768	566601	166019	695948	312004	382159	2048603	72494	258598	182180	1563480
k__Bacteria|p__Firmicutes|c__CFGB8152|o__OFGB8152|f__FGB8152|g__GGB28870	2|1239||||	0	0	0	0	0	0	0	270708	0	96493	0	743236	256693	0	0	0	42882	14321	1331399
k__Bacteria|p__Firmicutes|c__CFGB8152|o__OFGB8152|f__FGB8152|g__GGB28870|s__GGB28870_SGB41549	2|1239|||||	0	0	0	0	0	0	0	270708	0	96493	0	743236	256693	0	0	0	42882	14321	1331399
k__Bacteria|p__Firmicutes|c__CFGB8152|o__OFGB8152|f__FGB8152|g__GGB28870|s__GGB28870_SGB41549|t__SGB41549	2|1239||||||	0	0	0	0	0	0	0	270708	0	96493	0	743236	256693	0	0	0	42882	14321	1331399
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28996|s__GGB28996_SGB41712	2|1239|||||	0	0	0	0	0	0	0	0	0	0	1162	0	0	0	35524	0	159152	0	61544
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28996|s__GGB28996_SGB41712|t__SGB41712	2|1239||||||	0	0	0	0	0	0	0	0	0	0	1162	0	0	0	35524	0	159152	0	61544
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB79773|s__GGB79773_SGB65054	2|1239|||||	0	0	0	0	1495	0	8293	0	27573	19	0	0	0	0	0	0	0	4943	0
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB79773|s__GGB79773_SGB65054|t__SGB65054	2|1239||||||	0	0	0	0	1495	0	8293	0	27573	19	0	0	0	0	0	0	0	4943	0
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB79776	2|1239||||	0	0	0	0	0	0	0	0	0	301557	0	298953	0	0	126737	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB79776|s__GGB79776_SGB41413	2|1239|||||	0	0	0	0	0	0	0	0	0	301557	0	298953	0	0	126737	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB79776|s__GGB79776_SGB41413|t__SGB41413	2|1239||||||	0	0	0	0	0	0	0	0	0	301557	0	298953	0	0	126737	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9397|o__OFGB9397|f__FGB9397|g__GGB79926	2|1239||||	6104	2009	18122	3609	11215	1955	10288	7799	7605	3461	7656	6302	204	0	0	8617	82	11575	0
k__Bacteria|p__Firmicutes|c__CFGB9397|o__OFGB9397|f__FGB9397|g__GGB79926|s__GGB79926_SGB43248	2|1239|||||	6104	2009	18122	3609	11215	1955	10288	7799	7605	3461	7656	6302	204	0	0	8617	82	11575	0
k__Bacteria|p__Firmicutes|c__CFGB9397|o__OFGB9397|f__FGB9397|g__GGB79926|s__GGB79926_SGB43248|t__SGB43248	2|1239||||||	6104	2009	18122	3609	11215	1955	10288	7799	7605	3461	7656	6302	204	0	0	8617	82	11575	0
k__Bacteria|p__Firmicutes|c__CFGB9479	2|1239|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9479|o__OFGB9479	2|1239||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9479|o__OFGB9479|f__FGB9479	2|1239|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9479|o__OFGB9479|f__FGB9479|g__GGB28330	2|1239||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9479|o__OFGB9479|f__FGB9479|g__GGB28330|s__GGB28330_SGB40904	2|1239|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9479|o__OFGB9479|f__FGB9479|g__GGB28330|s__GGB28330_SGB40904|t__SGB40904	2|1239||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9506	2|1239|	0	3721	342	0	324	0	0	0	2927	3573	0	0	0	0	0	1735	0	1892	0
k__Bacteria|p__Firmicutes|c__CFGB9506|o__OFGB9506	2|1239||	0	3721	342	0	324	0	0	0	2927	3573	0	0	0	0	0	1735	0	1892	0
k__Bacteria|p__Firmicutes|c__CFGB9506|o__OFGB9506|f__FGB9506	2|1239|||	0	3721	342	0	324	0	0	0	2927	3573	0	0	0	0	0	1735	0	1892	0
k__Bacteria|p__Firmicutes|c__CFGB9506|o__OFGB9506|f__FGB9506|g__GGB28394	2|1239||||	0	3721	342	0	324	0	0	0	2927	3573	0	0	0	0	0	1735	0	1892	0
k__Bacteria|p__Firmicutes|c__CFGB9506|o__OFGB9506|f__FGB9506|g__GGB28394|s__GGB28394_SGB40975	2|1239|||||	0	3721	342	0	324	0	0	0	2927	3573	0	0	0	0	0	1735	0	1892	0
k__Bacteria|p__Firmicutes|c__CFGB9506|o__OFGB9506|f__FGB9506|g__GGB28394|s__GGB28394_SGB40975|t__SGB40975	2|1239||||||	0	3721	342	0	324	0	0	0	2927	3573	0	0	0	0	0	1735	0	1892	0
k__Bacteria|p__Firmicutes|c__CFGB9508	2|1239|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9508|o__OFGB9508	2|1239||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9508|o__OFGB9508|f__FGB9508	2|1239|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9517	2|1239|	1437	1739	539	3848	0	4377	3976	1312	6560	1545	0	85	0	628	886	1935	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9517|o__OFGB9517	2|1239||	1437	1739	539	3848	0	4377	3976	1312	6560	1545	0	85	0	628	886	1935	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9517|o__OFGB9517|f__FGB9517	2|1239|||	1437	1739	539	3848	0	4377	3976	1312	6560	1545	0	85	0	628	886	1935	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9517|o__OFGB9517|f__FGB9517|g__GGB28436	2|1239||||	1437	1739	539	3848	0	4377	3976	1312	6560	1545	0	85	0	628	886	1935	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9517|o__OFGB9517|f__FGB9517|g__GGB28436|s__GGB28436_SGB41019	2|1239|||||	1437	1739	539	3848	0	4377	3976	1312	6560	1545	0	85	0	628	886	1935	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9517|o__OFGB9517|f__FGB9517|g__GGB28436|s__GGB28436_SGB41019|t__SGB41019	2|1239||||||	1437	1739	539	3848	0	4377	3976	1312	6560	1545	0	85	0	628	886	1935	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9589	2|1239|	654211	176	0	1524719	0	1340453	0	639828	0	0	555284	439213	65262	1764763	673359	0	2126634	0	0
k__Bacteria|p__Firmicutes|c__CFGB9589|o__OFGB9589	2|1239||	654211	176	0	1524719	0	1340453	0	639828	0	0	555284	439213	65262	1764763	673359	0	2126634	0	0
k__Bacteria|p__Firmicutes|c__CFGB9589|o__OFGB9589|f__FGB9589	2|1239|||	654211	176	0	1524719	0	1340453	0	639828	0	0	555284	439213	65262	1764763	673359	0	2126634	0	0
k__Bacteria|p__Firmicutes|c__CFGB9589|o__OFGB9589|f__FGB9589|g__GGB28829	2|1239||||	654211	176	0	1524719	0	1340453	0	639828	0	0	555284	439213	65262	1764763	673359	0	2126634	0	0
k__Bacteria|p__Firmicutes|c__CFGB9589|o__OFGB9589|f__FGB9589|g__GGB28829|s__GGB28829_SGB41485	2|1239|||||	654211	176	0	1524719	0	1340453	0	639828	0	0	555284	439213	65262	1764763	673359	0	2126634	0	0
k__Bacteria|p__Firmicutes|c__CFGB9589|o__OFGB9589|f__FGB9589|g__GGB28829|s__GGB28829_SGB41485|t__SGB41485	2|1239||||||	654211	176	0	1524719	0	1340453	0	639828	0	0	555284	439213	65262	1764763	673359	0	2126634	0	0
k__Bacteria|p__Firmicutes|c__CFGB9622	2|1239|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
